instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,day_type,casual_pct,registered_pct
7114,2011-10-29,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19,11.48,87.0,Weekend/Holiday,0.0,95.0
7115,2011-10-29,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18,18,12.299999999999999,87.0,Weekend/Holiday,0.0,94.73684210526315
7116,2011-10-29,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,1,16,17,12.299999999999999,87.0,Weekend/Holiday,5.555555555555555,88.88888888888889
7117,2011-10-29,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,0,8,8,12.299999999999999,81.0,Weekend/Holiday,0.0,88.88888888888889
7118,2011-10-29,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,0,1,1,12.299999999999999,81.0,Weekend/Holiday,0.0,50.0
7119,2011-10-29,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1,1,10.66,93.0,Weekend/Holiday,0.0,50.0
7120,2011-10-29,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1,5,10.66,87.0,Weekend/Holiday,66.66666666666666,16.666666666666664
7121,2011-10-29,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6,7,10.66,87.0,Weekend/Holiday,12.5,75.0
7122,2011-10-29,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20,11.48,87.0,Weekend/Holiday,19.047619047619047,76.19047619047619
7123,2011-10-29,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19,20,11.48,87.0,Weekend/Holiday,4.761904761904762,90.47619047619048
7124,2011-10-29,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12,12,10.66,93.0,Weekend/Holiday,0.0,92.3076923076923
7125,2011-10-29,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27,10.66,93.0,Weekend/Holiday,3.571428571428571,92.85714285714286
7126,2011-10-29,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,6,44,50,9.84,87.0,Weekend/Holiday,11.76470588235294,86.27450980392157
7127,2011-10-29,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,0,30,30,9.84,87.0,Weekend/Holiday,0.0,96.7741935483871
7128,2011-10-29,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,0,29,29,9.84,87.0,Weekend/Holiday,0.0,96.66666666666667
7129,2011-10-29,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38,41,9.02,93.0,Weekend/Holiday,7.142857142857142,90.47619047619048
7130,2011-10-29,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,3,19,22,9.02,93.0,Weekend/Holiday,13.043478260869565,82.6086956521739
7131,2011-10-29,4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,3,28,31,9.02,93.0,Weekend/Holiday,9.375,87.5
7132,2011-10-29,4,0,10,18,0,6,0,3,0.22,0.197,0.93,0.3284,6,37,43,9.02,93.0,Weekend/Holiday,13.636363636363635,84.0909090909091
7133,2011-10-29,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36,39,9.84,87.0,Weekend/Holiday,7.5,90.0
7134,2011-10-29,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,7,40,47,9.84,87.0,Weekend/Holiday,14.583333333333334,83.33333333333334
7135,2011-10-29,4,0,10,21,0,6,0,1,0.24,0.2121,0.87,0.3582,1,49,50,9.84,87.0,Weekend/Holiday,1.9607843137254901,96.07843137254902
7136,2011-10-29,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239,10,44,54,9.02,87.0,Weekend/Holiday,18.181818181818183,80.0
7137,2011-10-29,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,3,33,36,9.02,87.0,Weekend/Holiday,8.108108108108109,89.1891891891892
7138,2011-10-30,4,0,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,7,47,54,9.02,87.0,Weekend/Holiday,12.727272727272727,85.45454545454545
7139,2011-10-30,4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,9,34,43,9.02,87.0,Weekend/Holiday,20.454545454545457,77.27272727272727
7140,2011-10-30,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,7,43,50,9.02,87.0,Weekend/Holiday,13.725490196078432,84.31372549019608
7141,2011-10-30,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,7,26,33,9.84,75.0,Weekend/Holiday,20.588235294117645,76.47058823529412
7142,2011-10-30,4,0,10,4,0,0,0,1,0.22,0.197,0.8,0.3284,1,10,11,9.02,80.0,Weekend/Holiday,8.333333333333332,83.33333333333334
7143,2011-10-30,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,0,4,4,9.84,75.0,Weekend/Holiday,0.0,80.0
7144,2011-10-30,4,0,10,6,0,0,0,1,0.24,0.2273,0.75,0.2537,2,8,10,9.84,75.0,Weekend/Holiday,18.181818181818183,72.72727272727273
7145,2011-10-30,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0.0,7,15,22,9.84,75.0,Weekend/Holiday,30.434782608695656,65.21739130434783
7146,2011-10-30,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,20,60,80,10.66,70.0,Weekend/Holiday,24.691358024691358,74.07407407407408
7147,2011-10-30,4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,55,92,147,12.299999999999999,65.0,Weekend/Holiday,37.16216216216216,62.16216216216216
7148,2011-10-30,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,53,125,178,13.120000000000001,61.0,Weekend/Holiday,29.608938547486037,69.83240223463687
7149,2011-10-30,4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,58,182,240,14.76,53.0,Weekend/Holiday,24.066390041493776,75.51867219917013
7150,2011-10-30,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.194,85,229,314,15.58,50.0,Weekend/Holiday,26.984126984126984,72.6984126984127
7151,2011-10-30,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,113,232,345,16.400000000000002,43.0,Weekend/Holiday,32.65895953757225,67.05202312138728
7152,2011-10-30,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.194,91,209,300,17.22,38.0,Weekend/Holiday,30.23255813953488,69.43521594684385
7153,2011-10-30,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,88,202,290,17.22,35.0,Weekend/Holiday,30.240549828178693,69.41580756013745
7154,2011-10-30,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,107,213,320,17.22,32.0,Weekend/Holiday,33.33333333333333,66.35514018691589
7155,2011-10-30,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,245,16.400000000000002,35.0,Weekend/Holiday,21.951219512195124,77.64227642276423
7156,2011-10-30,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,51,162,213,14.76,40.0,Weekend/Holiday,23.83177570093458,75.70093457943925
7157,2011-10-30,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,28,125,153,22.96,49.0,Weekend/Holiday,18.181818181818183,81.16883116883116
7158,2011-10-30,4,0,10,20,0,0,0,1,0.34,0.3636,0.57,0.0,18,74,92,13.940000000000001,56.99999999999999,Weekend/Holiday,19.35483870967742,79.56989247311827
7159,2011-10-30,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0.0,4,75,79,13.120000000000001,66.0,Weekend/Holiday,5.0,93.75
7160,2011-10-30,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0.0,13,58,71,12.299999999999999,75.0,Weekend/Holiday,18.055555555555554,80.55555555555556
7161,2011-10-30,4,0,10,23,0,0,0,1,0.26,0.303,0.87,0.0,7,30,37,10.66,87.0,Weekend/Holiday,18.421052631578945,78.94736842105263
7162,2011-10-31,4,0,10,0,0,1,1,1,0.26,0.303,0.87,0.0,3,20,23,10.66,87.0,Workday,12.5,83.33333333333334
7163,2011-10-31,4,0,10,1,0,1,1,1,0.26,0.303,0.81,0.0,5,8,13,10.66,81.0,Workday,35.714285714285715,57.14285714285714
7164,2011-10-31,4,0,10,2,0,1,1,1,0.24,0.2879,0.87,0.0,0,3,3,9.84,87.0,Workday,0.0,75.0
7165,2011-10-31,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,0,3,3,9.84,87.0,Workday,0.0,75.0
7166,2011-10-31,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0.0,1,5,6,9.84,87.0,Workday,14.285714285714285,71.42857142857143
7167,2011-10-31,4,0,10,5,0,1,1,1,0.22,0.2727,0.93,0.0,0,18,18,9.02,93.0,Workday,0.0,94.73684210526315
7168,2011-10-31,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0.0,4,82,86,9.84,87.0,Workday,4.597701149425287,94.25287356321839
7169,2011-10-31,4,0,10,7,0,1,1,1,0.24,0.2879,0.93,0.0,11,216,227,9.84,93.0,Workday,4.824561403508771,94.73684210526315
7170,2011-10-31,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0.0,17,355,372,11.48,87.0,Workday,4.557640750670242,95.17426273458445
7171,2011-10-31,4,0,10,9,0,1,1,2,0.32,0.3182,0.76,0.1642,14,197,211,13.120000000000001,76.0,Workday,6.60377358490566,92.9245283018868
7172,2011-10-31,4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,18,87,105,14.76,56.99999999999999,Workday,16.9811320754717,82.0754716981132
7173,2011-10-31,4,0,10,11,0,1,1,1,0.4,0.4091,0.5,0.1343,31,97,128,16.400000000000002,50.0,Workday,24.031007751937985,75.1937984496124
7174,2011-10-31,4,0,10,12,0,1,1,1,0.42,0.4242,0.44,0.2239,30,140,170,17.22,44.0,Workday,17.543859649122805,81.87134502923976
7175,2011-10-31,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,24,128,152,18.04,44.0,Workday,15.686274509803921,83.66013071895425
7176,2011-10-31,4,0,10,14,0,1,1,2,0.44,0.4394,0.47,0.2239,22,119,141,18.04,47.0,Workday,15.492957746478872,83.80281690140845
7177,2011-10-31,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642,27,141,168,18.04,47.0,Workday,15.976331360946746,83.4319526627219
7178,2011-10-31,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,30,242,272,17.22,54.0,Workday,10.989010989010989,88.64468864468864
7179,2011-10-31,4,0,10,17,0,1,1,1,0.42,0.4242,0.54,0.1343,44,442,486,17.22,54.0,Workday,9.034907597535934,90.75975359342917
7180,2011-10-31,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422,16.400000000000002,66.0,Workday,7.092198581560284,92.67139479905437
7181,2011-10-31,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,12,226,238,16.400000000000002,66.0,Workday,5.02092050209205,94.56066945606695
7182,2011-10-31,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,18,154,172,16.400000000000002,66.0,Workday,10.404624277456648,89.01734104046243
7183,2011-10-31,4,0,10,21,0,1,1,2,0.36,0.3485,0.76,0.194,7,109,116,14.76,76.0,Workday,5.982905982905983,93.16239316239316
7184,2011-10-31,4,0,10,22,0,1,1,2,0.36,0.3485,0.76,0.194,8,77,85,14.76,76.0,Workday,9.30232558139535,89.53488372093024
7185,2011-10-31,4,0,10,23,0,1,1,2,0.36,0.3485,0.76,0.194,6,46,52,14.76,76.0,Workday,11.320754716981133,86.79245283018868
7186,2011-11-01,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,3,18,21,14.76,87.0,Workday,13.636363636363635,81.81818181818183
7187,2011-11-01,4,0,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343,3,8,11,14.76,81.0,Workday,25.0,66.66666666666666
7188,2011-11-01,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,1,3,4,14.76,81.0,Workday,20.0,60.0
7189,2011-11-01,4,0,11,3,0,2,1,2,0.36,0.3485,0.81,0.1343,1,5,6,14.76,81.0,Workday,14.285714285714285,71.42857142857143
7190,2011-11-01,4,0,11,4,0,2,1,1,0.34,0.3182,0.81,0.2239,1,7,8,13.940000000000001,81.0,Workday,11.11111111111111,77.77777777777779
7191,2011-11-01,4,0,11,5,0,2,1,1,0.32,0.3182,0.81,0.194,0,18,18,13.120000000000001,81.0,Workday,0.0,94.73684210526315
7192,2011-11-01,4,0,11,6,0,2,1,1,0.32,0.3182,0.81,0.194,3,90,93,13.120000000000001,81.0,Workday,3.1914893617021276,95.74468085106383
7193,2011-11-01,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.194,8,246,254,13.940000000000001,76.0,Workday,3.1372549019607843,96.47058823529412
7194,2011-11-01,4,0,11,8,0,2,1,1,0.36,0.3333,0.71,0.2537,17,402,419,14.76,71.0,Workday,4.0476190476190474,95.71428571428572
7195,2011-11-01,4,0,11,9,0,2,1,1,0.4,0.4091,0.66,0.1642,16,206,222,16.400000000000002,66.0,Workday,7.174887892376682,92.37668161434978
7196,2011-11-01,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114,135,18.04,62.0,Workday,15.441176470588236,83.82352941176471
7197,2011-11-01,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,16,101,117,18.86,63.0,Workday,13.559322033898304,85.59322033898306
7198,2011-11-01,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176,20.5,48.0,Workday,12.994350282485875,86.4406779661017
7199,2011-11-01,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194,20,147,167,19.68,55.00000000000001,Workday,11.904761904761903,87.5
7200,2011-11-01,4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,32,118,150,20.5,48.0,Workday,21.192052980132452,78.1456953642384
7201,2011-11-01,4,0,11,15,0,2,1,1,0.5,0.4848,0.45,0.1343,38,148,186,20.5,45.0,Workday,20.32085561497326,79.14438502673798
7202,2011-11-01,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298,19.68,44.0,Workday,15.384615384615385,84.2809364548495
7203,2011-11-01,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,36,470,506,18.04,54.0,Workday,7.100591715976331,92.70216962524654
7204,2011-11-01,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,39,421,460,17.22,57.99999999999999,Workday,8.459869848156181,91.3232104121475
7205,2011-11-01,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313,17.22,57.99999999999999,Workday,12.420382165605096,87.26114649681529
7206,2011-11-01,4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209,16.400000000000002,71.0,Workday,8.571428571428571,90.95238095238095
7207,2011-11-01,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0.0,13,114,127,14.76,81.0,Workday,10.15625,89.0625
7208,2011-11-01,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,5,91,96,14.76,81.0,Workday,5.154639175257731,93.81443298969072
7209,2011-11-01,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0.0,11,61,72,13.940000000000001,87.0,Workday,15.068493150684931,83.56164383561644
7210,2011-11-02,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0.0,0,19,19,13.120000000000001,87.0,Workday,0.0,95.0
7211,2011-11-02,4,0,11,1,0,3,1,1,0.3,0.3333,0.87,0.0,2,8,10,12.299999999999999,87.0,Workday,18.181818181818183,72.72727272727273
7212,2011-11-02,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0.0,0,2,2,12.299999999999999,87.0,Workday,0.0,66.66666666666666
7213,2011-11-02,4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,0,2,2,12.299999999999999,75.0,Workday,0.0,66.66666666666666
7214,2011-11-02,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,0,4,4,12.299999999999999,87.0,Workday,0.0,80.0
7215,2011-11-02,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0.0,0,27,27,12.299999999999999,81.0,Workday,0.0,96.42857142857143
7216,2011-11-02,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,1,91,92,12.299999999999999,81.0,Workday,1.0752688172043012,97.84946236559139
7217,2011-11-02,4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,11,240,251,12.299999999999999,81.0,Workday,4.365079365079365,95.23809523809523
7218,2011-11-02,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,20,452,472,13.120000000000001,87.0,Workday,4.2283298097251585,95.56025369978859
7219,2011-11-02,4,0,11,9,0,3,1,1,0.34,0.3636,0.87,0.0,15,213,228,13.940000000000001,87.0,Workday,6.550218340611353,93.01310043668121
7220,2011-11-02,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108,133,16.400000000000002,71.0,Workday,18.65671641791045,80.59701492537313
7221,2011-11-02,4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,27,117,144,17.22,71.0,Workday,18.620689655172416,80.6896551724138
7222,2011-11-02,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,32,157,189,18.86,55.00000000000001,Workday,16.842105263157894,82.63157894736842
7223,2011-11-02,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,22,139,161,19.68,48.0,Workday,13.580246913580247,85.80246913580247
7224,2011-11-02,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,40,132,172,20.5,45.0,Workday,23.121387283236995,76.30057803468208
7225,2011-11-02,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,26,161,187,19.68,51.0,Workday,13.829787234042554,85.63829787234043
7226,2011-11-02,4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,35,231,266,19.68,51.0,Workday,13.108614232209737,86.51685393258427
7227,2011-11-02,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,30,523,553,18.04,62.0,Workday,5.415162454873646,94.40433212996389
7228,2011-11-02,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,31,448,479,17.22,71.0,Workday,6.458333333333334,93.33333333333333
7229,2011-11-02,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,25,257,282,16.400000000000002,76.0,Workday,8.8339222614841,90.81272084805654
7230,2011-11-02,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,182,16.400000000000002,66.0,Workday,2.73224043715847,96.72131147540983
7231,2011-11-02,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,13,155,168,15.58,71.0,Workday,7.6923076923076925,91.71597633136095
7232,2011-11-02,4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,7,99,106,14.76,71.0,Workday,6.5420560747663545,92.5233644859813
7233,2011-11-02,4,0,11,23,0,3,1,1,0.36,0.3636,0.76,0.0896,3,54,57,14.76,76.0,Workday,5.172413793103448,93.10344827586206
7234,2011-11-03,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,3,28,31,14.76,76.0,Workday,9.375,87.5
7235,2011-11-03,4,0,11,1,0,4,1,1,0.34,0.3333,0.81,0.1343,3,12,15,13.940000000000001,81.0,Workday,18.75,75.0
7236,2011-11-03,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,2,5,7,13.940000000000001,76.0,Workday,25.0,62.5
7237,2011-11-03,4,0,11,3,0,4,1,1,0.34,0.3333,0.81,0.1343,1,4,5,13.940000000000001,81.0,Workday,16.666666666666664,66.66666666666666
7238,2011-11-03,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,1,3,4,13.120000000000001,81.0,Workday,20.0,60.0
7239,2011-11-03,4,0,11,5,0,4,1,1,0.32,0.3333,0.81,0.1343,1,27,28,13.120000000000001,81.0,Workday,3.4482758620689653,93.10344827586206
7240,2011-11-03,4,0,11,6,0,4,1,1,0.34,0.3333,0.76,0.194,3,96,99,13.940000000000001,76.0,Workday,3.0,96.0
7241,2011-11-03,4,0,11,7,0,4,1,2,0.32,0.3333,0.81,0.0896,12,280,292,13.120000000000001,81.0,Workday,4.09556313993174,95.56313993174061
7242,2011-11-03,4,0,11,8,0,4,1,2,0.34,0.3485,0.81,0.0896,8,394,402,13.940000000000001,81.0,Workday,1.9851116625310175,97.76674937965261
7243,2011-11-03,4,0,11,9,0,4,1,2,0.36,0.3485,0.81,0.194,9,155,164,14.76,81.0,Workday,5.454545454545454,93.93939393939394
7244,2011-11-03,4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.194,12,98,110,16.400000000000002,76.0,Workday,10.81081081081081,88.28828828828829
7245,2011-11-03,4,0,11,11,0,4,1,1,0.44,0.4394,0.67,0.194,12,108,120,18.04,67.0,Workday,9.917355371900827,89.25619834710744
7246,2011-11-03,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194,17,162,179,20.5,51.0,Workday,9.444444444444445,90.0
7247,2011-11-03,4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,19,150,169,21.32,48.0,Workday,11.176470588235295,88.23529411764706
7248,2011-11-03,4,0,11,14,0,4,1,1,0.52,0.5,0.52,0.1642,32,120,152,21.32,52.0,Workday,20.915032679738562,78.43137254901961
7249,2011-11-03,4,0,11,15,0,4,1,1,0.52,0.5,0.52,0.1642,24,138,162,21.32,52.0,Workday,14.723926380368098,84.66257668711657
7250,2011-11-03,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.194,33,234,267,21.32,48.0,Workday,12.313432835820896,87.31343283582089
7251,2011-11-03,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,33,465,498,19.68,55.00000000000001,Workday,6.613226452905812,93.18637274549098
7252,2011-11-03,4,0,11,18,0,4,1,1,0.46,0.4545,0.63,0.1343,24,409,433,18.86,63.0,Workday,5.529953917050691,94.23963133640552
7253,2011-11-03,4,0,11,19,0,4,1,1,0.44,0.4394,0.67,0.0896,18,234,252,18.04,67.0,Workday,7.114624505928854,92.4901185770751
7254,2011-11-03,4,0,11,20,0,4,1,1,0.42,0.4242,0.71,0.1045,11,198,209,17.22,71.0,Workday,5.238095238095238,94.28571428571428
7255,2011-11-03,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,4,140,144,16.400000000000002,76.0,Workday,2.7586206896551726,96.55172413793103
7256,2011-11-03,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0.0,21,116,137,16.400000000000002,82.0,Workday,15.217391304347828,84.05797101449275
7257,2011-11-03,4,0,11,23,0,4,1,1,0.4,0.4091,0.82,0.0896,15,80,95,16.400000000000002,82.0,Workday,15.625,83.33333333333334
7258,2011-11-04,4,0,11,0,0,5,1,2,0.4,0.4091,0.82,0.0,11,32,43,16.400000000000002,82.0,Workday,25.0,72.72727272727273
7259,2011-11-04,4,0,11,1,0,5,1,2,0.4,0.4091,0.82,0.0,1,16,17,16.400000000000002,82.0,Workday,5.555555555555555,88.88888888888889
7260,2011-11-04,4,0,11,2,0,5,1,2,0.4,0.4091,0.76,0.0,2,8,10,16.400000000000002,76.0,Workday,18.181818181818183,72.72727272727273
7261,2011-11-04,4,0,11,3,0,5,1,2,0.38,0.3939,0.87,0.1642,1,7,8,15.58,87.0,Workday,11.11111111111111,77.77777777777779
7262,2011-11-04,4,0,11,4,0,5,1,2,0.38,0.3939,0.87,0.0896,1,6,7,15.58,87.0,Workday,12.5,75.0
7263,2011-11-04,4,0,11,5,0,5,1,2,0.38,0.3939,0.87,0.0,0,23,23,15.58,87.0,Workday,0.0,95.83333333333334
7264,2011-11-04,4,0,11,6,0,5,1,2,0.38,0.3939,0.87,0.0896,2,64,66,15.58,87.0,Workday,2.9850746268656714,95.52238805970148
7265,2011-11-04,4,0,11,7,0,5,1,2,0.4,0.4091,0.86,0.2239,10,235,245,16.400000000000002,86.0,Workday,4.0650406504065035,95.52845528455285
7266,2011-11-04,4,0,11,8,0,5,1,2,0.4,0.4091,0.87,0.3582,8,387,395,16.400000000000002,87.0,Workday,2.0202020202020203,97.72727272727273
7267,2011-11-04,4,0,11,9,0,5,1,2,0.42,0.4242,0.71,0.4627,15,239,254,17.22,71.0,Workday,5.88235294117647,93.72549019607843
7268,2011-11-04,4,0,11,10,0,5,1,2,0.42,0.4242,0.71,0.3284,19,115,134,17.22,71.0,Workday,14.074074074074074,85.18518518518519
7269,2011-11-04,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,34,128,162,18.04,67.0,Workday,20.858895705521473,78.52760736196319
7270,2011-11-04,4,0,11,12,0,5,1,2,0.48,0.4697,0.55,0.4925,44,153,197,19.68,55.00000000000001,Workday,22.22222222222222,77.27272727272727
7271,2011-11-04,4,0,11,13,0,5,1,1,0.44,0.4394,0.51,0.4179,33,161,194,18.04,51.0,Workday,16.923076923076923,82.56410256410255
7272,2011-11-04,4,0,11,14,0,5,1,1,0.44,0.4394,0.47,0.2985,54,147,201,18.04,47.0,Workday,26.732673267326735,72.77227722772277
7273,2011-11-04,4,0,11,15,0,5,1,1,0.46,0.4545,0.44,0.3881,45,192,237,18.86,44.0,Workday,18.907563025210084,80.67226890756302
7274,2011-11-04,4,0,11,16,0,5,1,1,0.46,0.4545,0.36,0.3881,53,237,290,18.86,36.0,Workday,18.213058419243985,81.44329896907216
7275,2011-11-04,4,0,11,17,0,5,1,1,0.42,0.4242,0.38,0.3582,42,438,480,17.22,38.0,Workday,8.731808731808732,91.06029106029106
7276,2011-11-04,4,0,11,18,0,5,1,1,0.42,0.4242,0.32,0.4627,35,339,374,17.22,32.0,Workday,9.333333333333334,90.4
7277,2011-11-04,4,0,11,19,0,5,1,1,0.4,0.4091,0.37,0.3582,14,182,196,16.400000000000002,37.0,Workday,7.1065989847715745,92.38578680203045
7278,2011-11-04,4,0,11,20,0,5,1,1,0.36,0.3333,0.43,0.2836,15,171,186,14.76,43.0,Workday,8.02139037433155,91.44385026737967
7279,2011-11-04,4,0,11,21,0,5,1,1,0.34,0.3182,0.46,0.2537,8,115,123,13.940000000000001,46.0,Workday,6.451612903225806,92.74193548387096
7280,2011-11-04,4,0,11,22,0,5,1,1,0.34,0.303,0.46,0.3284,6,109,115,13.940000000000001,46.0,Workday,5.172413793103448,93.96551724137932
7281,2011-11-04,4,0,11,23,0,5,1,1,0.32,0.303,0.49,0.3284,17,72,89,13.120000000000001,49.0,Workday,18.88888888888889,80.0
7282,2011-11-05,4,0,11,0,0,6,0,1,0.32,0.2879,0.45,0.3582,4,48,52,13.120000000000001,45.0,Weekend/Holiday,7.547169811320755,90.56603773584906
7283,2011-11-05,4,0,11,1,0,6,0,1,0.32,0.303,0.45,0.2985,5,57,62,13.120000000000001,45.0,Weekend/Holiday,7.936507936507936,90.47619047619048
7284,2011-11-05,4,0,11,2,0,6,0,1,0.3,0.2727,0.52,0.3284,7,24,31,12.299999999999999,52.0,Weekend/Holiday,21.875,75.0
7285,2011-11-05,4,0,11,3,0,6,0,1,0.3,0.2727,0.52,0.2985,0,8,8,12.299999999999999,52.0,Weekend/Holiday,0.0,88.88888888888889
7286,2011-11-05,4,0,11,4,0,6,0,1,0.28,0.2576,0.56,0.3284,3,5,8,11.48,56.00000000000001,Weekend/Holiday,33.33333333333333,55.55555555555556
7287,2011-11-05,4,0,11,5,0,6,0,1,0.26,0.2273,0.6,0.3284,0,2,2,10.66,60.0,Weekend/Holiday,0.0,66.66666666666666
